work,author,year,camp,camp_label,source_chunk,word_count,animal_keywords,text,scan_complete,scan_tag,scan_reasoning
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,220,219,"[""animals"", ""bats"", ""birds"", ""lizards"", ""reptiles"", ""sparrow"", ""wing""]","The most isolated of the four existing orders of reptiles consists of the remarkable group of Tortoises (Chelonia); fossils of these strange animals are first met with inthe Jura. In some characteristics they are allied to Amphibia, in others, to Crocodiles, and by certain peculiarities even to Birds, so that their true position in the pedigree of Reptiles is probably far down at the root. The extraordinary resemblance of their embryos to Birds, manifested even at later stages of the ontogenesis, is exceedingly striking. The four extinct orders of Reptiles show among one another, and, with the four existing orders just mentioned, such various and complicated relationships, that in the present state of our knowledge we are obliged to give up | the attempt at establishing their pedigree. The most deviating and most curious forms are the Flying Reptiles (Pterosauria) ; flying lizards, in which the extremely elongated fifth finger of the hand served to support an enormous flying membrane. They probably flew about, in the secondary period, much in the same way as the bats of the present day. The smallest flying lizards were about the size of a sparrow; the largest, however, with a breadth of wing of more than sixteen feet, exceeded the largest of our living flying birds in stretch of wing (condor and albatross).",TRUE,non_divine_teleology,Confident: the flying reptiles are defined by the function of the elongated fifth finger supporting the flying membrane for flight.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,220,22,[],"Not less remarkable and characteristic of the Mesolithic epoch was the group of Dragons (Dinosauria, or Pachypoda).

226 THE HISTORY OF CREATION.",TRUE,junk,"Confident: this is just a heading introducing a group of dinosaurs, with no substantive explanation."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,221,33,"[""reptiles""]","These colossal reptiles, which attained a length of more than fifty feet, are the largest inhabitants of the land which have ever existed on our globe; they lived exclusively in the secondary epoch.",TRUE,junk,"Confident: it only states size and epoch, not what the animals are or how they function."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,221,24,"[""beasts"", ""prey""]","The majority of them were fearful beasts of prey (the Megalosaurus from twenty to thirty, the Pelorosaurus from forty to fifty feet in length).",TRUE,junk,"Confident: this is a brief descriptive remark about being beasts of prey, without further definitional content."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,221,175,"[""beak"", ""bird"", ""birds"", ""kangaroo"", ""reptile"", ""reptiles""]","The Beaked Reptiles (Anomodontia), likewise also long since extinct, but of which very many remarkable remains are found in the Trias and Jura, were perhaps closely related to the Dragons. Their jaws, like those of most Flying Reptiles and Tortoises, had become changed into a beak, which either possessed only degenerated rudimentary teeth, or no teeth at all. In this order, if not in the preceding one, we must look forthe primary parents of the bird class, which we may call Bird Reptiles (Tocornithes). Probably very closely related to them was the curious, kangaroo-like Compsognathus from the Jura, which in very important characteristics already shows an approximation to the structure of birds. The class of Birds (Aves), as already remarked, is so closely allied to Reptiles in internal structure and by embryonal development, that they undoubtedly originated out of a branch of this class. Even a glance at Plates II. and III. will show that the embryos of birds at a time when they already essentially differ from the embryos of

THE REPTILE-LIKE BIRD. 22%",TRUE,internal_essence,"Confident: it defines the group by internal structural traits like jaws changed into a beak and reduced or absent teeth, and relates birds to reptiles by internal structure and embryology."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,222,35,"[""bird"", ""birds"", ""mammals"", ""reptile"", ""reptiles""]","THE REPTILE-LIKE BIRD. 22%

Mammals, are still scarcely distinguishable from those of Tortoises and other Reptiles. The cleavage of the yoll is partial in the case of Birds and Reptiles, in Mammals it is total.",TRUE,junk,"Confident: this is a partial sentence about embryological similarity, with no full explanatory claim by itself."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,222,206,"[""birds"", ""bone"", ""feathers"", ""kangaroo"", ""lizards"", ""mammals"", ""reptiles"", ""scales"", ""skull"", ""vertebra""]","The hair of Mammals develops in closed follicles in the skin, but the feathers of birds and also the scales of reptiles develop in hillocks on the skin. The lower jaw of the latter is much more complicated than that of Mammals; the latter do not possess the quadrate bone of the former. Whereas in Mammals (as in the case of Amphibia) the connection between the skull and the first neck vertebra is formed by two knobbed joints, or condyles, in Birds and Reptiles these have become united into a single condyle. The two last classes may therefore justly be united into one group as Monocondylia, and contrasted to Mammals, or Dicondylia. The deviation of Birds from Reptiles, in any case, first took place in the mesolithic epoch, and this moreover probably during the Trias. The oldest fossil remains of birds are found in the upper Jura (Archeopteryx). But there existed, even in the Trias period, different Saurians (Anomodonta) which in many respects seem to form the transition from the Tocosauria to the primary ancestors of Birds, the hypothetical Tocornithes. Probably these Tocornithes were scarcely distinguishable from other beaked lizards in the system, and were closely related to the kangaroo-like Compsognathus from the Jura of Solenhofen.",TRUE,internal_essence,"Confident: it classifies birds and reptiles by structural features such as follicles, skull joints, and the quadrate bone."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,222,26,"[""birds""]","The great majority of Birds—in spite of all the variety in the colouring of their beautiful feathery dress, and in the

228 THE HISTORY OF CREATION.",TRUE,junk,Confident: this is just the beginning of a sentence and contains no substantive definition.
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,223,142,"[""beaks"", ""bird"", ""birds"", ""feather"", ""insects"", ""reptile""]","228 THE HISTORY OF CREATION.

formation of their beaks and feet—are of an exceeedingly uniform organization, in much the same way as are the class of insects. The bird form has adapted itself on all sides to the external conditions of existence, without having thereby in any way essentially deviated from the strict hereditary type of its characteristic structure. There are only two small groups, the feather-tailed birds (Saururee) and those of the ostrich kind, which differ considerably from the usual type of bird, namely, from those with keel-shaped breasts (Carinatze), and hence the whole class may be divided into three sub-classes. The first sub-class, the Reptile-tailed, or Feather-tailed Birds (Saurure), are as yet known only through a single, and that an imperfect, fossil impression, which, however, in being the oldest and also a very peculiar fossil bird, is of great importance.",TRUE,internal_essence,"Confident: it explains birds by their ""uniform organization"" and ""strict hereditary type"" rather than by any external purpose."
"The History of Creation, Vol. 2",Ernst Haeckel,1876,C,mechanistic,223,209,"[""bird"", ""birds"", ""feathers"", ""lizard"", ""reptiles"", ""tail"", ""vertebra"", ""wings""]","This remarkable bird seems on the whole to have been of the size and form of a large raven, especially as regards the legs, which are in a good state of preservation ; head and breast unfortun ately are wanting. The formation of the wings deviates somewhat from that of other birds, but that of the tail still more so. In all other birds the tail is very short and composed of but few short vertebre ; the last of these have grown together into a thin, bony plate standing perpendicularly, upon which the rudder-feathers of the tail are attached in the form of a fan. The Archzeopteryx, however, has a long tail like a lizard, composed of numerous (20) long thin vertebrz, and on every vertebra are attached the

SUB-CLASSES OF BIRDS. 229

strong rudder-feathers in twos, so that the whole tail appears regularly feathered. This same formation of the tail part of the vertebral column occurs transiently in the embryos of other birds, so that the tail of the Archzeopteryx evidently represents the original form of bird-tail inherited from reptiles. Large numbers of similar birds with lizardtails probably lived during the middle of the secondary period ; accident has as yet, however, only revealed this one fossil.",TRUE,internal_essence,"Confident: the passage defines the Archaeopteryx tail by its vertebrae and feather attachment, a structural description."
