work_id,period_bin,year,title,sources,volumes,n_rows,n_junk,n_explanatory,n_divine_teleology,n_non_divine_teleology,n_internal_essence,below_min_explanatory
53935,1870_1889,1887,"Key to North American birds. Containing a concise account of every species of living and fossil bird at present known from the continent north of the Mexican and United States boundary, inclusive of G",BHL,1,1200,1060,140,0,70,70,0
55440,1870_1889,1887,The geographical and geological distribution of animals,BHL,1,1200,1083,117,0,53,64,0
56208,1870_1889,1887,"The natural history of animals (class Mammalia-animals which suckle their young), in word and picture",BHL,2,2400,1689,711,2,476,233,0
57122,1870_1889,1887,The geographical and geological distribution of animals,BHL,1,1200,1079,121,0,55,66,0
57736,1870_1889,1887,A junior course of practical zoology,BHL,1,934,758,176,0,92,84,0
1675,1870_1889,1887,A popular zoology,BHL,1,1152,818,334,7,260,67,0
1744,1870_1889,1887,The geographical and geological distribution of animals,BHL,1,1200,1075,125,0,50,75,0
1889,1870_1889,1887,Observations on the embryology of insects and arachnids,BHL,1,146,128,18,0,1,17,1
100754,1870_1889,1887,"On the animal alkaloids : the ptomaïnes, leucomaïnes, and extractives in their pathological relations ...",BHL,1,107,104,3,0,3,0,1
102272,1870_1889,1887,"On animal alkaloids : the ptomaines, leucomaines, and extractives in their pathological relations ...",BHL,1,221,213,8,0,4,4,1
102754,1870_1889,1887,An introduction to the study of embryology,BHL,1,1200,948,252,0,96,156,0
102817,1870_1889,1887,Animal biology : an elementary text-book,BHL,1,1200,986,214,0,110,104,0
2090,1870_1889,1887,The variation of animals and plants under domestication,BHL,2,2400,2198,202,0,167,35,0
105651,1870_1889,1887,"A Vertebrate Fauna of Sutherland, Caithness, and West Cromarty",BHL,1,1200,1196,4,0,4,0,1
107523,1870_1889,1887,A manual of zoology for the use of students : with a general introduction on the principles of zoology,BHL,1,1200,679,521,0,222,299,0
129930,1870_1889,1887,Miscellaneous papers relating to Indo-China and the Indian Archipelago : second series,BHL,1,471,439,32,0,14,18,0
133986,1870_1889,1887,Miscellaneous papers relating to Indo-China and the Indian Archipelago : second series,BHL,1,549,517,32,0,16,16,0
163574,1870_1889,1887,"Notes on ox warble fly, or bot fly, Hypoderma bovis, DeGeer",BHL,1,16,15,1,0,1,0,1
197623,1870_1889,1887,A review of the muscles used in the classification of birds,BHL,1,67,61,6,0,2,4,1
13620,1870_1889,1887,Birds and bees; essays,BHL,1,565,546,19,0,19,0,1
51841,1870_1889,1888,"The cave fauna of North America, with remarks on the anatomy of the brain and origin of the blind species",BHL,2,2175,1983,192,0,102,90,0
54014,1870_1889,1888,"On the senses, instincts, and intelligence of animals, with special reference to insects",BHL,1,731,602,129,0,104,25,0
54065,1870_1889,1888,"Fossils of the British Islands stratigraphically and zoologically arranged. Vol. 1. Palæozoic comprising the Cambrian, Silurian, Devonian, Carboniferous, and Permian species, with supplementary append",BHL,1,1200,1200,0,0,0,0,1
55063,1870_1889,1888,Entomology [Miscellaneous publications],BHL,4,4800,4647,153,0,141,12,0
55419,1870_1889,1888,Text-book of zoology for junior students,BHL,1,1200,592,608,0,319,289,0
13149,1870_1889,1888,The origin of floral structures through insect and other agencies,BHL,1,563,504,59,0,49,10,0
57072,1870_1889,1888,A junior course of practical zoology,BHL,1,961,795,166,0,85,81,0
57469,1870_1889,1888,Dissection of the dog as a basis for the study of physiology,BHL,2,237,221,16,0,8,8,1
57622,1870_1889,1888,A course of elementary practical physiology and histology,BHL,1,431,424,7,0,2,5,1
48423,1870_1889,1888,"The fauna of British India, including Ceylon and Burma ... ed. by W.T. Blanford",BHL,5,5735,5368,367,0,39,328,0
1713,1870_1889,1888,"Entomology for beginners; for the use of young folks, fruitgrowers, farmers, and gardeners",BHL,1,1200,928,272,0,193,79,0
98164,1870_1889,1888,Note-book for dental students (dental anatomy and physiology),BHL,1,83,39,44,0,18,26,0
101595,1870_1889,1888,"Wonders of the tropical forests, from ""The tropical world""",BHL,1,143,127,16,0,16,0,1
2049,1870_1889,1888,"A contribution to American thalassography : Three cruises of the United States Coast and geodetic survey steamer ""Blake"", in the gulf of Mexico, in the Caribbean sea, and along the Atlantic coast of t",BHL,1,598,535,63,0,38,25,0
106688,1870_1889,1888,The descent of man and selection in-relation to sex,BHL,1,1200,1038,162,0,136,26,0
128474,1870_1889,1888,"Supplement to The fishes of India : being a natural history of the fishes known to inhabit the seas and fresh waters of India, Burma, and Ceylon",BHL,1,329,327,2,0,0,2,1
5018,1870_1889,1888,"Guide to the collection of fossil fishes in the Department of Geology and Palæontology, British Museum (Natural History) ...",BHL,1,187,147,40,0,9,31,0
5049,1870_1889,1888,"Supplement to The fishes of India : being a natural history of the fishes known to inhabit the seas and fresh waters of India, Burma, and Ceylon / by Francis Day",BHL,1,332,328,4,0,0,4,1
195980,1870_1889,1888,Observations upon the morphology of Gallus Bankiva of India. (Including a complete account of its skeleton),BHL,1,105,90,15,0,7,8,1
11899,1870_1889,1888,W. Hagelberg's manual of zoology : embracing faithful illustrations of the animal world in its most prominent types,BHL,1,199,118,81,0,55,26,0
14142,1870_1889,1888,Visitors' guide to the collection of birds in the American Museum of Natural History ...,BHL,1,205,142,63,0,45,18,0
14774,1870_1889,1888,Fossils of the British Islands : stratigraphically and zoologically arranged,BHL,1,1200,1200,0,0,0,0,1
25381,1870_1889,1888,Guide to the galleries of reptiles and fishes in the Department of Zoology of the British Museum (Natural History),BHL,1,414,281,133,0,92,41,0
35791,1870_1889,1888,"Guide to the shell and starfish galleries (Mollusca, Echinodermata, Vermes) in the Department of Zoology of the British Museum (Natural History) ...",BHL,2,536,372,164,0,111,53,0
50141,1870_1889,1889,"Biologia Centrali-Americana, or, Contributions to the knowledge of the fauna and flora of Mexico and Central America. Archaeology",BHL,4,604,602,2,0,2,0,1
54607,1870_1889,1889,The elements of embryology,BHL,1,561,481,80,0,22,58,0
55302,1870_1889,1889,The Bermuda islands: a contribution to the physical history and zoology of the Somers archipelago.  With an examination of the structure of coral reefs.  Researches undertaken under the auspices of th,BHL,1,636,622,14,0,8,6,1
55512,1870_1889,1889,Zoology for high schools and colleges,BHL,2,2400,1503,897,3,368,526,0
55735,1870_1889,1889,"Wanderings in South America, the North-west of the United States and the Antilles, in the years 1812, 1816, 1820, & 1824 : with original instructions for the perfect preservation of birds, etc. for ca",BHL,1,1161,1071,90,0,88,2,0
55839,1870_1889,1889,Notes on sport and ornithology,BHL,1,1200,1180,20,0,18,2,1
44379,1870_1889,1889,"A text-book of animal physiology, with introductory chapters on general biology and a full treatment of reproduction, for students of human and comparative (veterinary) medicine and of general biology",BHL,1,1200,971,229,0,167,62,0
56606,1870_1889,1889,"A naturalist in north Celebes : a narrative of travels in Minahassa, the Sangir and Talaut Islands, with notices of the fauna, flora and ethnology of the districts visited",BHL,1,688,652,36,0,31,5,0
56850,1870_1889,1889,Dr. Girardeau's anti-evolution: the logic of his reply,BHL,1,78,73,5,0,0,5,1
57160,1870_1889,1889,"Kloof and karroo: Sport, legend and natural history in Cape Colony, with a notice of the game birds, and of the present distribution of the antelopes and larger game",BHL,1,774,733,41,1,38,2,0
57539,1870_1889,1889,The naturalist in Siluria,BHL,1,653,593,60,0,59,1,0
60525,1870_1889,1889,Matabele land and the Victoria Falls; a naturalist's wanderings in the interior of South Africa,BHL,1,919,900,19,0,12,7,1
66025,1870_1889,1889,"American spiders and their spinning work. A natural history of the orbweaving spiders of the United States, with special regard to their industry and habits",BHL,3,3600,3151,449,4,395,50,0
1193,1870_1889,1889,The ornithology of Illinois,BHL,2,2400,2323,77,0,21,56,0
1770,1870_1889,1889,First lessons in zoology; Adapted for use in schools,BHL,1,802,466,336,1,231,104,0
100755,1870_1889,1889,"The Fauna of British India, including Ceylon and Burma",BHL,2,2400,2329,71,0,24,47,0
100871,1870_1889,1889,"On the animal alkaloids : the ptomaïnes, leucomaïnes, and extractives in their pathological relations",BHL,1,216,208,8,0,4,4,1
2162,1870_1889,1889,"The descent of man, and selection in relation to sex",BHL,1,1200,1030,170,0,144,26,0
106468,1870_1889,1889,The descent of man and selection in relation to sex,BHL,1,1200,1039,161,0,137,24,0
110102,1870_1889,1889,The vertebrate animals of Leicestershire and Rutland,BHL,1,1125,1117,8,0,6,2,1
164031,1870_1889,1889,Bibliography of the more important contributions to American economic entomology,BHL,7,8400,8378,22,0,21,1,1
29659,1870_1889,1889,Toilers in the sea,BHL,1,682,539,143,4,100,39,0
2472,1870_1889,1889,"Darwinism; an exposition of the theory of natural selection, with some of its applications",BHL,1,1200,957,243,1,217,25,0
150415,1870_1889,1889,An atlas of the fossil conchology of Great Britain and Ireland : with descriptions of all the species,BHL,1,969,758,211,0,0,211,0
161764,1870_1889,1889,East Africa and its big game : the narrative of a sporting trip from Zanzibar to the borders of the Masai,BHL,1,622,610,12,0,12,0,1
13770,1870_1889,1889,Natural history illustrations,BHL,1,29,27,2,0,2,0,1
14536,1870_1889,1889,Notes on sport and ornithology,BHL,1,1200,1177,23,0,20,3,1
39555,1870_1889,1889,"The Rotifera : or, Wheel-animalcules",BHL,2,1669,1447,222,0,117,105,0
39601,1870_1889,1889,Investigation of the fur-seal and other fisheries of Alaska,BHL,1,1200,1165,35,0,33,2,0
55872,1890_1909,1890,The animal parasites of sheep,BHL,1,1093,976,117,0,95,22,0
57696,1890_1909,1890,Handbook of field and general ornithology; a manual of the structure and classification of birds,BHL,2,2400,1782,618,1,353,264,0
57851,1890_1909,1890,Hand-book of animal classification for the use of medical and science students,BHL,1,148,77,71,0,28,43,0
61407,1890_1909,1890,The physiology of the domestic animals; a text-book for veterinary and medical students and practitioners,BHL,1,1200,873,327,0,270,57,0
66964,1890_1909,1890,"The anatomy, physiology, morphology and development of the blow-fly (Calliphora erythrocephala.)  A study in the comparative anatomy and morphology of insects; with plates and illustrations executed d",BHL,2,1940,1545,395,0,151,244,0
8147,1890_1909,1890,"The anatomy, physiology, morphology and development of the blow- fly (Calliphora erythrocephala), A study in the comparative anatomy and morphology of insects; with plates and illustrations executed d",BHL,2,1951,1563,388,0,145,243,0
3771,1890_1909,1890,The myology of the raven (Corvus corax sinuatus.) A guide to the study of the muscular system in birds,BHL,1,544,484,60,0,50,10,0
100797,1890_1909,1890,"The Fauna of British India, including Ceylon and Burma",BHL,1,1200,1146,54,0,10,44,0
112333,1890_1909,1890,"Mayhew's Illustrated horse management : containing descriptive remarks upon anatomy; medicine; shoeing; teeth; food; vices; stables; likewise a plain account of the situation, nature, and value of the",BHL,1,991,740,251,6,232,13,0
2507,1890_1909,1890,The Tertiary insects of North America,BHL,1,1200,1148,52,0,6,46,0
208772,1890_1909,1890,"Wild beasts and their ways : reminiscences of Europe, Asia, Africa and America",BHL,1,1200,1094,106,0,102,4,0
211073,1890_1909,1890,A primer of Darwinism and organic evolution,BHL,1,464,407,57,3,33,21,0
13287,1890_1909,1890,"Classification of birds; an attempt to diagnose the subclasses, orders, suborders, and some of the families of existing birds",BHL,1,161,130,31,0,5,26,0
14507,1890_1909,1890,The birds of Essex: a contribution to the natural history of the country,BHL,1,1200,1180,20,0,20,0,1
15269,1890_1909,1890,"Observations on the Terataspis grandis, Hall, the largest known trilobite",BHL,1,22,22,0,0,0,0,1
12294,1890_1909,1891,Text-book of comparative anatomy,BHL,4,4800,3245,1555,0,790,765,0
13286,1890_1909,1891,"A popular handbook of the ornithology of the United States and Canada, based on Nuttall's Manual",BHL,3,3600,3242,358,0,355,3,0
56607,1890_1909,1891,"Some account of the fauna and flora of Sinai, Petra, and Wâdy 'Arabah",BHL,1,677,667,10,0,10,0,1
57425,1890_1909,1891,The Vertebrata of the Pliocene deposits of Britain,BHL,1,843,839,4,0,0,4,1
10304,1890_1909,1891,The embryology and metamorphosis of the Macroura,BHL,1,1200,1061,139,0,71,68,0
119710,1890_1909,1891,Cultivated plants and domestic animals in their migration from Asia to Europe,BHL,1,1025,956,69,0,68,1,0
49071,1890_1909,1892,An introduction to the study of the genera of Palaeozoic Brachiopoda : part I / by James Hall,BHL,1,1200,1128,72,0,12,60,0
54621,1890_1909,1892,Outlines of zoology,BHL,1,1200,784,416,0,214,202,0
54995,1890_1909,1892,Darwin and after Darwin : An exposition of the Darwinian theory and a discussion of post-Darwinian questions,BHL,3,1679,1488,191,12,115,64,0
15034,1890_1909,1892,Fur-bearing animals in nature and in commerce,BHL,2,2400,2214,186,0,170,16,0
58685,1890_1909,1892,"The farmer's veterinary adviser, a guide to the prevention and treatment of disease in domestic animals",BHL,1,1200,1145,55,0,52,3,0
13615,1890_1909,1892,Birds: the elements of ornithology ; with 174 illustrations whereof 140 are original drawings,BHL,2,1818,1375,443,0,260,183,0
55368,1890_1909,1892,Living lights; a popular account of phosphorescent animals and vegetables,BHL,1,495,454,41,0,33,8,0
55425,1890_1909,1892,Animal coloration; an account of the principal facts and theories relating to the colours and markings of animals,BHL,2,1648,1397,251,2,229,20,0
55947,1890_1909,1892,First lessons in zoology : adapted for use in schools,BHL,1,822,487,335,1,227,107,0
57154,1890_1909,1892,The physiology of the Invertebrata,BHL,1,1000,575,425,0,263,162,0
57271,1890_1909,1892,The study of animal life,BHL,2,2400,1832,568,2,341,225,0
57560,1890_1909,1892,Along the Florida reef,BHL,1,368,352,16,1,14,1,1
64230,1890_1909,1892,Illustrations of the Zoology of H.M. Indian Marine Surveying Steamer Investigator,BHL,3,133,133,0,0,0,0,1
66984,1890_1909,1892,Gasteropoda and Cephalopoda of the Raritan clays and greensand marls of New Jersey,BHL,1,907,827,80,0,2,78,0
